INDEX;ORT;RICHTUNG;BETRAG;MONAT
3320;Zürich;Ausgang;71913;3
3321;Basel;Eingang;13752;7
3322;Lausanne;Ausgang;67059;6
3323;Chur;Eingang;32251;6
3324;Sion;Ausgang;67109;9
3325;St. Gallen;Eingang;21538;9
3326;Bern;Ausgang;28192;3
3327;Zürich;Eingang;63745;8
3328;Basel;Ausgang;54812;11
3329;Lausanne;Eingang;50566;3
3330;Chur;Ausgang;9800;8
3331;Sion;Eingang;10290;7
3332;St. Gallen;Ausgang;72060;11
3333;Bern;Eingang;73430;7
3334;Zürich;Ausgang;15200;11
3335;Basel;Eingang;41673;11
3336;Lausanne;Ausgang;57436;7
3337;Chur;Eingang;64488;5
3338;Sion;Ausgang;11161;3
3339;St. Gallen;Eingang;42560;5
3340;Bern;Ausgang;72780;3
3341;Zürich;Eingang;50389;9
3342;Basel;Ausgang;37885;7
3343;Lausanne;Eingang;48346;7
3344;Chur;Ausgang;9381;10
3345;Sion;Eingang;9043;10
3346;St. Gallen;Ausgang;74470;9
3347;Bern;Eingang;36367;11
3348;Zürich;Ausgang;48273;8
3349;Basel;Eingang;48110;1
3350;Lausanne;Ausgang;65889;9
3351;Chur;Eingang;8919;1
3352;Sion;Ausgang;9763;1
3353;St. Gallen;Eingang;34414;9
3354;Bern;Ausgang;19155;6
3355;Zürich;Eingang;32004;3
3356;Basel;Ausgang;28219;6
3357;Lausanne;Eingang;64268;10
3358;Chur;Ausgang;63503;3
3359;Sion;Eingang;52808;1
3360;St. Gallen;Ausgang;35490;9
3361;Bern;Eingang;12790;4
3362;Zürich;Ausgang;41368;12
3363;Basel;Eingang;23288;9
3364;Lausanne;Ausgang;31197;8
3365;Chur;Eingang;18744;6
3366;Sion;Ausgang;68296;9
3367;St. Gallen;Eingang;10563;1
3368;Bern;Ausgang;6868;5
3369;Zürich;Eingang;7612;3
3370;Basel;Ausgang;10285;6
3371;Lausanne;Eingang;71579;6
3372;Chur;Ausgang;60922;5
3373;Sion;Eingang;39752;10
3374;St. Gallen;Ausgang;51963;11
3375;Bern;Eingang;68325;1
3376;Zürich;Ausgang;6440;7
3377;Basel;Eingang;10407;9
3378;Lausanne;Ausgang;11979;12
3379;Chur;Eingang;9265;6
3380;Sion;Ausgang;39572;8
3381;St. Gallen;Eingang;71703;1
3382;Bern;Ausgang;14933;9
3383;Zürich;Eingang;72858;2
3384;Basel;Ausgang;55935;12
3385;Lausanne;Eingang;6681;7
3386;Chur;Ausgang;7958;11
3387;Sion;Eingang;76503;1
3388;St. Gallen;Ausgang;61493;9
3389;Bern;Eingang;54649;4
3390;Zürich;Ausgang;44665;8
3391;Basel;Eingang;75860;3
3392;Lausanne;Ausgang;51816;9
3393;Chur;Eingang;2748;8
3394;Sion;Ausgang;27310;12
3395;St. Gallen;Eingang;26020;1
3396;Bern;Ausgang;51178;2
3397;Zürich;Eingang;12357;1
3398;Basel;Ausgang;61797;7
3399;Lausanne;Eingang;48127;8
3400;Chur;Ausgang;28686;1
3401;Sion;Eingang;4160;1
3402;St. Gallen;Ausgang;40566;8
3403;Bern;Eingang;35110;5
3404;Zürich;Ausgang;39310;4
3405;Basel;Eingang;8637;4
3406;Lausanne;Ausgang;21554;12
3407;Chur;Eingang;42891;11
3408;Sion;Ausgang;34998;12
3409;St. Gallen;Eingang;62156;1
3410;Bern;Ausgang;5359;11
3411;Zürich;Eingang;5283;1
3412;Basel;Ausgang;18182;7
3413;Lausanne;Eingang;3284;10
3414;Chur;Ausgang;72965;12
3415;Sion;Eingang;69718;1
3416;St. Gallen;Ausgang;3760;9
3417;Bern;Eingang;51951;5
3418;Zürich;Ausgang;25548;1
3419;Basel;Eingang;16877;6
3420;Lausanne;Ausgang;46690;8
3421;Chur;Eingang;29160;8
3422;Sion;Ausgang;29581;2
3423;St. Gallen;Eingang;58321;9
3424;Bern;Ausgang;4063;3
3425;Zürich;Eingang;59906;4
3426;Basel;Ausgang;14265;5
3427;Lausanne;Eingang;17195;6
3428;Chur;Ausgang;48803;11
3429;Sion;Eingang;1176;2
3430;St. Gallen;Ausgang;58914;6
3431;Bern;Eingang;24209;8
3432;Zürich;Ausgang;27935;3
3433;Basel;Eingang;48103;3
3434;Lausanne;Ausgang;4579;10
3435;Chur;Eingang;27064;9
3436;Sion;Ausgang;65129;2
3437;St. Gallen;Eingang;71786;8
3438;Bern;Ausgang;4364;10
3439;Zürich;Eingang;71908;7
3440;Basel;Ausgang;32251;6
3441;Lausanne;Eingang;16142;11
3442;Chur;Ausgang;76946;10
3443;Sion;Eingang;48472;2
3444;St. Gallen;Ausgang;49578;2
3445;Bern;Eingang;61744;3
3446;Zürich;Ausgang;15252;12
3447;Basel;Eingang;50409;9
3448;Lausanne;Ausgang;53122;5
3449;Chur;Eingang;45569;7
3450;Sion;Ausgang;22406;10
3451;St. Gallen;Eingang;38763;9
3452;Bern;Ausgang;21677;10
3453;Zürich;Eingang;10061;12
3454;Basel;Ausgang;41393;7
3455;Lausanne;Eingang;47076;6
3456;Chur;Ausgang;69450;9
3457;Sion;Eingang;42429;5
3458;St. Gallen;Ausgang;25739;12
3459;Bern;Eingang;40774;8
3460;Zürich;Ausgang;54787;11
3461;Basel;Eingang;75874;2
3462;Lausanne;Ausgang;75731;11
3463;Chur;Eingang;46520;3
3464;Sion;Ausgang;3187;4
3465;St. Gallen;Eingang;32436;5
3466;Bern;Ausgang;5087;5
3467;Zürich;Eingang;162;2
3468;Basel;Ausgang;71528;11
3469;Lausanne;Eingang;7705;2
3470;Chur;Ausgang;40942;3
3471;Sion;Eingang;58329;6
3472;St. Gallen;Ausgang;20961;5
3473;Bern;Eingang;68833;11
3474;Zürich;Ausgang;32004;11
3475;Basel;Eingang;33864;12
3476;Lausanne;Ausgang;28705;11
3477;Chur;Eingang;74705;3
3478;Sion;Ausgang;53832;3
3479;St. Gallen;Eingang;53464;9
3480;Bern;Ausgang;14941;12
3481;Zürich;Eingang;6250;4
3482;Basel;Ausgang;19946;4
3483;Lausanne;Eingang;50598;8
3484;Chur;Ausgang;64515;9
3485;Sion;Eingang;11399;9
3486;St. Gallen;Ausgang;49667;2
3487;Bern;Eingang;57019;8
3488;Zürich;Ausgang;28388;7
3489;Basel;Eingang;65133;1
3490;Lausanne;Ausgang;72860;5
3491;Chur;Eingang;6740;3
3492;Sion;Ausgang;42535;5
3493;St. Gallen;Eingang;60436;3
3494;Bern;Ausgang;69039;6
3495;Zürich;Eingang;30690;8
3496;Basel;Ausgang;47620;3
3497;Lausanne;Eingang;61546;7
3498;Chur;Ausgang;71484;9
3499;Sion;Eingang;18444;5
3500;St. Gallen;Ausgang;67411;6
3501;Bern;Eingang;6581;5
3502;Zürich;Ausgang;39813;4
3503;Basel;Eingang;15994;7
3504;Lausanne;Ausgang;63291;12
3505;Chur;Eingang;1785;4
3506;Sion;Ausgang;51488;1
3507;St. Gallen;Eingang;14442;4
3508;Bern;Ausgang;65341;2
3509;Zürich;Eingang;32599;5
3510;Basel;Ausgang;74105;5
3511;Lausanne;Eingang;41399;1
3512;Chur;Ausgang;24462;7
3513;Sion;Eingang;48798;10
3514;St. Gallen;Ausgang;56808;8
3515;Bern;Eingang;50919;4
3516;Zürich;Ausgang;9736;6
3517;Basel;Eingang;64858;10
3518;Lausanne;Ausgang;17761;2
3519;Chur;Eingang;48510;6
3520;Sion;Ausgang;35377;1
3521;St. Gallen;Eingang;51298;5
3522;Bern;Ausgang;71242;9
3523;Zürich;Eingang;50032;3
3524;Basel;Ausgang;42492;1
3525;Lausanne;Eingang;74388;2
3526;Chur;Ausgang;71355;1
3527;Sion;Eingang;25124;5
3528;St. Gallen;Ausgang;15144;8
3529;Bern;Eingang;19220;11
3530;Zürich;Ausgang;17980;12
3531;Basel;Eingang;62088;5
3532;Lausanne;Ausgang;72914;6
3533;Chur;Eingang;47894;11
3534;Sion;Ausgang;73274;12
3535;St. Gallen;Eingang;21206;5
3536;Bern;Ausgang;27947;11
3537;Zürich;Eingang;30949;7
3538;Basel;Ausgang;24966;8
3539;Lausanne;Eingang;1741;11
3540;Chur;Ausgang;55407;12
3541;Sion;Eingang;61141;10
3542;St. Gallen;Ausgang;69936;1
3543;Bern;Eingang;49999;7
3544;Zürich;Ausgang;34080;2
3545;Basel;Eingang;4152;3
3546;Lausanne;Ausgang;36190;11
3547;Chur;Eingang;46593;1
3548;Sion;Ausgang;1940;11
3549;St. Gallen;Eingang;35057;11
3550;Bern;Ausgang;15572;6
3551;Zürich;Eingang;55159;10
3552;Basel;Ausgang;71865;5
3553;Lausanne;Eingang;4628;6
3554;Chur;Ausgang;63080;1
3555;Sion;Eingang;51974;11
3556;St. Gallen;Ausgang;23639;4
3557;Bern;Eingang;70605;3
3558;Zürich;Ausgang;6260;11
3559;Basel;Eingang;72032;8
3560;Lausanne;Ausgang;2418;10
3561;Chur;Eingang;21663;12
3562;Sion;Ausgang;73628;4
3563;St. Gallen;Eingang;40780;10
3564;Bern;Ausgang;57148;8
3565;Zürich;Eingang;4491;4
3566;Basel;Ausgang;65209;12
3567;Lausanne;Eingang;41888;6
3568;Chur;Ausgang;58085;8
3569;Sion;Eingang;75624;8
3570;St. Gallen;Ausgang;30351;4
3571;Bern;Eingang;30508;8
3572;Zürich;Ausgang;74449;8
3573;Basel;Eingang;29910;11
3574;Lausanne;Ausgang;28314;10
3575;Chur;Eingang;77444;4
3576;Sion;Ausgang;48218;3
3577;St. Gallen;Eingang;42981;1
3578;Bern;Ausgang;46388;1
3579;Zürich;Eingang;55624;2
3580;Basel;Ausgang;74318;7
3581;Lausanne;Eingang;66808;10
3582;Chur;Ausgang;46631;11
3583;Sion;Eingang;68385;12
3584;St. Gallen;Ausgang;46667;9
3585;Bern;Eingang;19542;7
3586;Zürich;Ausgang;31385;2
3587;Basel;Eingang;64869;8
3588;Lausanne;Ausgang;57805;12
3589;Chur;Eingang;62579;4
3590;Sion;Ausgang;15998;11
3591;St. Gallen;Eingang;53446;12
3592;Bern;Ausgang;65117;8
3593;Zürich;Eingang;66718;11
3594;Basel;Ausgang;56020;2
3595;Lausanne;Eingang;54282;10
3596;Chur;Ausgang;34951;2
3597;Sion;Eingang;49620;1
3598;St. Gallen;Ausgang;14362;12
3599;Bern;Eingang;46498;10
3600;Zürich;Ausgang;53215;10
3601;Basel;Eingang;26155;8
3602;Lausanne;Ausgang;77183;11
3603;Chur;Eingang;27487;3
3604;Sion;Ausgang;36728;9
3605;St. Gallen;Eingang;45477;1
3606;Bern;Ausgang;74114;4
3607;Zürich;Eingang;45513;2
3608;Basel;Ausgang;6412;1
3609;Lausanne;Eingang;18108;2
3610;Chur;Ausgang;13231;10
3611;Sion;Eingang;29162;4
3612;St. Gallen;Ausgang;36899;9
3613;Bern;Eingang;73280;8
3614;Zürich;Ausgang;20244;1
3615;Basel;Eingang;62169;10
3616;Lausanne;Ausgang;53111;4
3617;Chur;Eingang;15659;10
3618;Sion;Ausgang;66381;10
3619;St. Gallen;Eingang;19117;12
3620;Bern;Ausgang;1952;10
3621;Zürich;Eingang;57366;7
3622;Basel;Ausgang;46875;5
3623;Lausanne;Eingang;17343;3
3624;Chur;Ausgang;68281;11
3625;Sion;Eingang;16163;12
3626;St. Gallen;Ausgang;58929;1
3627;Bern;Eingang;43701;3
3628;Zürich;Ausgang;8658;2
3629;Basel;Eingang;71385;12
3630;Lausanne;Ausgang;30876;5
3631;Chur;Eingang;34793;4
3632;Sion;Ausgang;20693;1
3633;St. Gallen;Eingang;40665;8
3634;Bern;Ausgang;40239;4
3635;Zürich;Eingang;46819;6
3636;Basel;Ausgang;1447;4
3637;Lausanne;Eingang;70299;5
3638;Chur;Ausgang;38323;11
3639;Sion;Eingang;34959;2
3640;St. Gallen;Ausgang;24343;4
3641;Bern;Eingang;14358;11
3642;Zürich;Ausgang;52945;1
3643;Basel;Eingang;24937;7
3644;Lausanne;Ausgang;1770;1
3645;Chur;Eingang;39334;8
3646;Sion;Ausgang;18672;12
3647;St. Gallen;Eingang;55693;8
3648;Bern;Ausgang;24228;7
3649;Zürich;Eingang;72135;3
3650;Basel;Ausgang;74409;9
3651;Lausanne;Eingang;67221;10
3652;Chur;Ausgang;73440;11
3653;Sion;Eingang;40596;11
3654;St. Gallen;Ausgang;12999;12
3655;Bern;Eingang;53200;5
3656;Zürich;Ausgang;66183;7
3657;Basel;Eingang;61218;4
3658;Lausanne;Ausgang;58592;2
3659;Chur;Eingang;64381;2
3660;Sion;Ausgang;15252;9
3661;St. Gallen;Eingang;37740;6
3662;Bern;Ausgang;36258;12
3663;Zürich;Eingang;49616;9
3664;Basel;Ausgang;70824;6
3665;Lausanne;Eingang;44547;9
3666;Chur;Ausgang;30846;1
3667;Sion;Eingang;58782;1
3668;St. Gallen;Ausgang;7820;2
3669;Bern;Eingang;43579;5
3670;Zürich;Ausgang;67347;3
3671;Basel;Eingang;44857;5
3672;Lausanne;Ausgang;73080;6
3673;Chur;Eingang;17267;3
3674;Sion;Ausgang;55726;7
3675;St. Gallen;Eingang;46089;2
3676;Bern;Ausgang;4125;8
3677;Zürich;Eingang;39072;6
3678;Basel;Ausgang;4860;8
3679;Lausanne;Eingang;39799;6
3680;Chur;Ausgang;57569;4
3681;Sion;Eingang;73212;2
3682;St. Gallen;Ausgang;55331;11
3683;Bern;Eingang;64325;11
3684;Zürich;Ausgang;51376;7
3685;Basel;Eingang;21754;4
3686;Lausanne;Ausgang;13788;3
3687;Chur;Eingang;11229;3
3688;Sion;Ausgang;69081;8
3689;St. Gallen;Eingang;44641;2
3690;Bern;Ausgang;17292;6
3691;Zürich;Eingang;67965;1
3692;Basel;Ausgang;69810;5
3693;Lausanne;Eingang;65314;11
3694;Chur;Ausgang;14235;3
3695;Sion;Eingang;53755;1
3696;St. Gallen;Ausgang;12981;4
3697;Bern;Eingang;74234;12
3698;Zürich;Ausgang;6791;1
3699;Basel;Eingang;57483;2
3700;Lausanne;Ausgang;2238;12
3701;Chur;Eingang;18101;7
3702;Sion;Ausgang;62786;7
3703;St. Gallen;Eingang;17432;2
3704;Bern;Ausgang;69314;3
3705;Zürich;Eingang;609;4
3706;Basel;Ausgang;1790;2
3707;Lausanne;Eingang;34425;10
3708;Chur;Ausgang;9648;3
3709;Sion;Eingang;70123;12
3710;St. Gallen;Ausgang;53705;4
3711;Bern;Eingang;4231;10
3712;Zürich;Ausgang;3173;1
3713;Basel;Eingang;52647;7
3714;Lausanne;Ausgang;73300;6
3715;Chur;Eingang;48501;6
3716;Sion;Ausgang;14059;3
3717;St. Gallen;Eingang;19130;9
3718;Bern;Ausgang;61815;8
3719;Zürich;Eingang;4622;1
3720;Basel;Ausgang;75282;2
3721;Lausanne;Eingang;47376;9
3722;Chur;Ausgang;9670;12
3723;Sion;Eingang;9049;5
3724;St. Gallen;Ausgang;73256;1
3725;Bern;Eingang;7182;9
3726;Zürich;Ausgang;42624;3
3727;Basel;Eingang;47997;9
3728;Lausanne;Ausgang;20293;8
3729;Chur;Eingang;59983;4
3730;Sion;Ausgang;65229;8
3731;St. Gallen;Eingang;40842;1
3732;Bern;Ausgang;26086;6
3733;Zürich;Eingang;62355;11
3734;Basel;Ausgang;61433;4
3735;Lausanne;Eingang;68264;8
3736;Chur;Ausgang;28567;2
3737;Sion;Eingang;12563;11
3738;St. Gallen;Ausgang;71068;9
3739;Bern;Eingang;68417;11
3740;Zürich;Ausgang;18621;4
3741;Basel;Eingang;52173;7
3742;Lausanne;Ausgang;58410;2
3743;Chur;Eingang;25612;3
3744;Sion;Ausgang;7094;2
3745;St. Gallen;Eingang;16442;7
3746;Bern;Ausgang;20979;3
3747;Zürich;Eingang;17370;4
3748;Basel;Ausgang;48588;8
3749;Lausanne;Eingang;9250;6
3750;Chur;Ausgang;46912;1
3751;Sion;Eingang;60871;9
3752;St. Gallen;Ausgang;5768;2
3753;Bern;Eingang;45727;4
3754;Zürich;Ausgang;73969;6
3755;Basel;Eingang;62474;5
3756;Lausanne;Ausgang;56358;7
3757;Chur;Eingang;13663;5
3758;Sion;Ausgang;72603;9
3759;St. Gallen;Eingang;20591;10
3760;Bern;Ausgang;57699;9
3761;Zürich;Eingang;31930;2
3762;Basel;Ausgang;68702;1
3763;Lausanne;Eingang;71441;10
3764;Chur;Ausgang;19564;5
3765;Sion;Eingang;28749;7
3766;St. Gallen;Ausgang;40268;8
3767;Bern;Eingang;46348;2
3768;Zürich;Ausgang;52498;1
3769;Basel;Eingang;34489;9
3770;Lausanne;Ausgang;8923;8
3771;Chur;Eingang;76295;1
3772;Sion;Ausgang;69764;10
3773;St. Gallen;Eingang;72222;3
3774;Bern;Ausgang;75523;5
3775;Zürich;Eingang;25177;3
3776;Basel;Ausgang;68422;7
3777;Lausanne;Eingang;3084;1
3778;Chur;Ausgang;16435;2
3779;Sion;Eingang;45860;8
3780;St. Gallen;Ausgang;70804;6
3781;Bern;Eingang;28409;10
3782;Zürich;Ausgang;75132;9
3783;Basel;Eingang;29488;11
3784;Lausanne;Ausgang;10801;2
3785;Chur;Eingang;3755;1
3786;Sion;Ausgang;10940;4
3787;St. Gallen;Eingang;64707;7
3788;Bern;Ausgang;74027;8
3789;Zürich;Eingang;14949;3
3790;Basel;Ausgang;20229;9
3791;Lausanne;Eingang;3446;2
3792;Chur;Ausgang;33055;12
3793;Sion;Eingang;43574;1
3794;St. Gallen;Ausgang;56031;8
3795;Bern;Eingang;49650;11
3796;Zürich;Ausgang;42140;4
3797;Basel;Eingang;65403;12
3798;Lausanne;Ausgang;72019;4
3799;Chur;Eingang;19010;9
3800;Sion;Ausgang;40899;10
3801;St. Gallen;Eingang;52366;5
3802;Bern;Ausgang;76186;9
3803;Zürich;Eingang;60753;12
3804;Basel;Ausgang;67583;9
3805;Lausanne;Eingang;25047;3
3806;Chur;Ausgang;59863;6
3807;Sion;Eingang;20349;1
3808;St. Gallen;Ausgang;46152;7
3809;Bern;Eingang;28310;7
3810;Zürich;Ausgang;17242;7
3811;Basel;Eingang;59351;10
3812;Lausanne;Ausgang;43272;10
3813;Chur;Eingang;17665;8
3814;Sion;Ausgang;49827;1
3815;St. Gallen;Eingang;64453;10
3816;Bern;Ausgang;54737;10
3817;Zürich;Eingang;59851;4
3818;Basel;Ausgang;52265;9
3819;Lausanne;Eingang;5918;11
3820;Chur;Ausgang;69699;9
3821;Sion;Eingang;41577;5
3822;St. Gallen;Ausgang;58247;12
3823;Bern;Eingang;77237;4
3824;Zürich;Ausgang;45989;4
3825;Basel;Eingang;12738;9
3826;Lausanne;Ausgang;28049;6
3827;Chur;Eingang;74950;2
3828;Sion;Ausgang;3923;10
3829;St. Gallen;Eingang;43803;5
3830;Bern;Ausgang;35234;5
3831;Zürich;Eingang;5965;11
3832;Basel;Ausgang;69221;7
3833;Lausanne;Eingang;17057;6
3834;Chur;Ausgang;3200;11
3835;Sion;Eingang;39005;6
3836;St. Gallen;Ausgang;69708;1
3837;Bern;Eingang;57886;10
3838;Zürich;Ausgang;34076;3
3839;Basel;Eingang;2124;12
3840;Lausanne;Ausgang;27635;6
3841;Chur;Eingang;30061;10
3842;Sion;Ausgang;19396;6
3843;St. Gallen;Eingang;28695;10
3844;Bern;Ausgang;4199;7
3845;Zürich;Eingang;72774;6
3846;Basel;Ausgang;8403;9
3847;Lausanne;Eingang;60075;2
3848;Chur;Ausgang;72754;2
3849;Sion;Eingang;22763;6
3850;St. Gallen;Ausgang;6985;7
3851;Bern;Eingang;32456;10
3852;Zürich;Ausgang;57260;1
3853;Basel;Eingang;23917;2
3854;Lausanne;Ausgang;13349;10
3855;Chur;Eingang;12234;12
3856;Sion;Ausgang;42305;1
3857;St. Gallen;Eingang;58836;10
3858;Bern;Ausgang;60115;5
3859;Zürich;Eingang;64179;5
3860;Basel;Ausgang;23602;8
3861;Lausanne;Eingang;63952;8
3862;Chur;Ausgang;12815;4
3863;Sion;Eingang;25446;12
3864;St. Gallen;Ausgang;35047;2
3865;Bern;Eingang;35999;8
3866;Zürich;Ausgang;49613;3
3867;Basel;Eingang;77041;12
3868;Lausanne;Ausgang;11736;10
3869;Chur;Eingang;14129;4
3870;Sion;Ausgang;32013;7
3871;St. Gallen;Eingang;52640;9
3872;Bern;Ausgang;55296;10
3873;Zürich;Eingang;20566;7
3874;Basel;Ausgang;16536;7
3875;Lausanne;Eingang;34318;4
3876;Chur;Ausgang;34000;9
3877;Sion;Eingang;5656;4
3878;St. Gallen;Ausgang;28460;7
3879;Bern;Eingang;49236;5
3880;Zürich;Ausgang;51509;6
3881;Basel;Eingang;31341;4
3882;Lausanne;Ausgang;12910;12
3883;Chur;Eingang;1861;8
3884;Sion;Ausgang;37000;1
3885;St. Gallen;Eingang;11234;10
3886;Bern;Ausgang;25510;3
3887;Zürich;Eingang;28670;6
3888;Basel;Ausgang;50742;10
3889;Lausanne;Eingang;29028;4
3890;Chur;Ausgang;69092;7
3891;Sion;Eingang;20032;3
3892;St. Gallen;Ausgang;27311;8
3893;Bern;Eingang;29515;1
3894;Zürich;Ausgang;46389;12
3895;Basel;Eingang;75426;7
3896;Lausanne;Ausgang;50909;8
3897;Chur;Eingang;49881;9
3898;Sion;Ausgang;32818;1
3899;St. Gallen;Eingang;38850;5
3900;Bern;Ausgang;67740;9
3901;Zürich;Eingang;36761;10
3902;Basel;Ausgang;32048;1
3903;Lausanne;Eingang;4313;2
3904;Chur;Ausgang;5101;4
3905;Sion;Eingang;26582;8
3906;St. Gallen;Ausgang;62374;10
3907;Bern;Eingang;55198;5
3908;Zürich;Ausgang;15019;5
3909;Basel;Eingang;77194;8
3910;Lausanne;Ausgang;22681;9
3911;Chur;Eingang;17355;6
3912;Sion;Ausgang;10628;10
3913;St. Gallen;Eingang;72573;11
3914;Bern;Ausgang;7543;3
3915;Zürich;Eingang;48515;11
3916;Basel;Ausgang;52840;1
3917;Lausanne;Eingang;2081;10
3918;Chur;Ausgang;62073;1
3919;Sion;Eingang;384;2
3920;St. Gallen;Ausgang;71651;9
3921;Bern;Eingang;76944;8
3922;Zürich;Ausgang;69792;10
3923;Basel;Eingang;7780;2
3924;Lausanne;Ausgang;64710;3
3925;Chur;Eingang;28664;11
3926;Sion;Ausgang;35588;3
3927;St. Gallen;Eingang;10102;10
3928;Bern;Ausgang;24258;10
3929;Zürich;Eingang;20935;12
3930;Basel;Ausgang;57814;9
3931;Lausanne;Eingang;57165;6
3932;Chur;Ausgang;41280;12
3933;Sion;Eingang;68360;11
3934;St. Gallen;Ausgang;60440;11
3935;Bern;Eingang;9856;11
3936;Zürich;Ausgang;4137;1
3937;Basel;Eingang;49306;6
3938;Lausanne;Ausgang;28048;10
3939;Chur;Eingang;8257;2
3940;Sion;Ausgang;21641;6
3941;St. Gallen;Eingang;35001;9
3942;Bern;Ausgang;46518;2
3943;Zürich;Eingang;22038;3
3944;Basel;Ausgang;7156;6
3945;Lausanne;Eingang;39080;12
3946;Chur;Ausgang;40086;8
3947;Sion;Eingang;24215;9
3948;St. Gallen;Ausgang;24501;3
3949;Bern;Eingang;28113;11
3950;Zürich;Ausgang;56684;8
3951;Basel;Eingang;75891;3
3952;Lausanne;Ausgang;75435;1
3953;Chur;Eingang;58421;8
3954;Sion;Ausgang;44552;8
3955;St. Gallen;Eingang;73396;12
3956;Bern;Ausgang;71000;10
3957;Zürich;Eingang;14060;11
3958;Basel;Ausgang;33679;12
3959;Lausanne;Eingang;46240;4
3960;Chur;Ausgang;17626;7
3961;Sion;Eingang;44407;7
3962;St. Gallen;Ausgang;12770;8
3963;Bern;Eingang;50563;10
3964;Zürich;Ausgang;60771;1
3965;Basel;Eingang;71308;9
3966;Lausanne;Ausgang;12248;7
3967;Chur;Eingang;27885;3
3968;Sion;Ausgang;66248;11
3969;St. Gallen;Eingang;38989;1
3970;Bern;Ausgang;973;4
3971;Zürich;Eingang;3829;9
3972;Basel;Ausgang;60976;10
3973;Lausanne;Eingang;439;8
3974;Chur;Ausgang;31223;11
3975;Sion;Eingang;43334;10
3976;St. Gallen;Ausgang;7930;7
3977;Bern;Eingang;75148;5
3978;Zürich;Ausgang;50937;10
3979;Basel;Eingang;36333;10
3980;Lausanne;Ausgang;64174;11
3981;Chur;Eingang;7330;3
3982;Sion;Ausgang;27986;5
3983;St. Gallen;Eingang;4684;4
3984;Bern;Ausgang;47686;3
3985;Zürich;Eingang;55758;3
3986;Basel;Ausgang;75193;2
3987;Lausanne;Eingang;2535;4
3988;Chur;Ausgang;18750;8
3989;Sion;Eingang;64666;12
3990;St. Gallen;Ausgang;65858;5
3991;Bern;Eingang;15950;3
3992;Zürich;Ausgang;10276;12
3993;Basel;Eingang;21649;9
3994;Lausanne;Ausgang;57116;7
3995;Chur;Eingang;43487;2
3996;Sion;Ausgang;44129;1
3997;St. Gallen;Eingang;55829;2
3998;Bern;Ausgang;14023;8
3999;Zürich;Eingang;40025;3
4000;Basel;Ausgang;71989;9
4001;Lausanne;Eingang;19230;10
4002;Chur;Ausgang;5333;12
4003;Sion;Eingang;68150;3
4004;St. Gallen;Ausgang;8019;4
4005;Bern;Eingang;4179;8
4006;Zürich;Ausgang;18601;1
4007;Basel;Eingang;50818;10
4008;Lausanne;Ausgang;3673;10
4009;Chur;Eingang;7579;6
4010;Sion;Ausgang;2611;8
4011;St. Gallen;Eingang;61680;8
4012;Bern;Ausgang;48963;10
4013;Zürich;Eingang;76230;11
4014;Basel;Ausgang;37081;2
4015;Lausanne;Eingang;48719;7
4016;Chur;Ausgang;6731;2
4017;Sion;Eingang;52643;4
4018;St. Gallen;Ausgang;54169;8
4019;Bern;Eingang;29650;3
4020;Zürich;Ausgang;13967;4
4021;Basel;Eingang;5091;1
4022;Lausanne;Ausgang;32819;1
4023;Chur;Eingang;44025;11
4024;Sion;Ausgang;32555;6
4025;St. Gallen;Eingang;52153;7
4026;Bern;Ausgang;73030;8
4027;Zürich;Eingang;15034;11
4028;Basel;Ausgang;17215;4
4029;Lausanne;Eingang;50561;5
4030;Chur;Ausgang;52624;6
4031;Sion;Eingang;35092;8
4032;St. Gallen;Ausgang;20083;5
4033;Bern;Eingang;36937;7
4034;Zürich;Ausgang;5501;7
4035;Basel;Eingang;62730;7
4036;Lausanne;Ausgang;52443;12
4037;Chur;Eingang;54986;11
4038;Sion;Ausgang;67843;4
4039;St. Gallen;Eingang;17631;5
4040;Bern;Ausgang;15429;6
4041;Zürich;Eingang;31684;7
4042;Basel;Ausgang;48807;2
4043;Lausanne;Eingang;62244;6
4044;Chur;Ausgang;18990;10
4045;Sion;Eingang;57858;9
4046;St. Gallen;Ausgang;12430;11
4047;Bern;Eingang;31719;5
4048;Zürich;Ausgang;10456;11
4049;Basel;Eingang;16586;7
4050;Lausanne;Ausgang;24228;2
4051;Chur;Eingang;59522;9
4052;Sion;Ausgang;37954;1
4053;St. Gallen;Eingang;2340;11
4054;Bern;Ausgang;62485;2
4055;Zürich;Eingang;33130;9
4056;Basel;Ausgang;76263;6
4057;Lausanne;Eingang;68083;6
4058;Chur;Ausgang;47535;6
4059;Sion;Eingang;29645;5
4060;St. Gallen;Ausgang;46376;9
4061;Bern;Eingang;10500;8
4062;Zürich;Ausgang;41367;2
4063;Basel;Eingang;20994;5
4064;Lausanne;Ausgang;71026;3
4065;Chur;Eingang;61711;5
4066;Sion;Ausgang;42843;11
4067;St. Gallen;Eingang;37170;1
4068;Bern;Ausgang;31489;2
4069;Zürich;Eingang;21486;12
4070;Basel;Ausgang;71156;5
4071;Lausanne;Eingang;23825;9
4072;Chur;Ausgang;1375;1
4073;Sion;Eingang;62593;8
4074;St. Gallen;Ausgang;26808;7
4075;Bern;Eingang;22607;11
4076;Zürich;Ausgang;63185;10
4077;Basel;Eingang;2470;10
4078;Lausanne;Ausgang;27551;10
4079;Chur;Eingang;13836;7
4080;Sion;Ausgang;58810;4
